"","psraid","sample","state","cregion","usr","intuse","pialql1","smart3","pial1a","pial1b","pial1c","pial1d","pial1e","pial1f","pial1g","pial1h","pial1i","pial1j","pial1k","pial2","pial3a","pial3b","pial3c","pial3d","pial3e","pial3f","pial3g","pial3h","pial3i","pial4","pial5","pial6a","pial6b","pial6c","pial7a","pial7b","pial7c","pial7d","pial7e","pial7f","pial7g","pial7h","pial7i","pial7j","pial7k","pial8a","pial8b","pial8c","pial8d","pial8e","pial8f","pial8g","pial8h","pial8i","pial8j","pial8k","act87","act112","pial9a","pial9b","pial9c","pial9d","pial9e","pial9f","pial9g","pial9h","pial9i","pial9j","pial10","pial11a","pial11b","pial11c","pial11d","pial11e","pial11f","pial11g","pial11h","pial12","pial13","ql1a","qc1","hh1","employ","par","sex","age","marital","educ2","hisp","race","inc","income","reg","party","partyln","ideo","tp","weight","standwt"
"112",100775,1,48,3,"S",1,1,2,1,8,2,1,8,2,1,1,2,8,1,2,1,1,3,1,3,3,2,3,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,3,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,2,2,60,2,5,2,1,99,3,1,3,9,3,3,2.06896551724138,0.618576494154956
"114",100780,1,6,4,"U",1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,1,NA,NA,2,1,2,2,81,1,4,2,1,99,9,1,3,9,2,3,2,0.597957277683125
"115",100781,1,41,4,"U",1,2,NA,1,8,2,3,2,8,8,2,2,2,8,1,2,1,2,3,1,2,1,1,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,8,2,2,NA,1,3,2,2,64,9,4,2,1,99,9,1,2,NA,4,2,1.27586206896552,0.38145550472889
"116",100783,1,18,2,"S",1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,NA,NA,1,1,2,2,50,6,8,2,2,8,4,1,2,NA,3,3,1.72413793103448,0.515480411795797
"117",100787,1,41,4,"S",1,1,2,8,1,8,8,8,1,8,2,2,2,8,2,3,2,3,3,2,3,2,3,3,8,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,1,2,NA,NA,2,3,2,1,75,1,6,2,1,6,3,1,1,NA,1,1,1.17241379310345,0.350526680021142
"119",100796,1,53,4,"U",1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,NA,NA,3,2,2,2,64,1,4,2,1,6,3,1,2,NA,4,2,2.37931034482759,0.7113629682782
"120",100797,1,41,4,"S",1,1,1,1,1,2,2,1,2,2,1,2,1,8,2,2,3,3,3,3,2,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,1,NA,NA,3,1,2,1,56,1,6,2,1,6,3,1,3,1,2,1,1.44827586206897,0.433003545908469
"121",100799,1,6,4,"S",1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,3,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,1,2,NA,NA,4,1,9,2,55,1,6,1,1,8,4,1,2,NA,3,3,2.55172413793103,0.76291100945778
"122",100812,1,41,4,"R",1,1,2,2,2,2,2,3,2,2,2,2,2,2,1,5,1,1,1,1,3,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,2,2,2,1,2,8,2,1,NA,NA,2,1,1,1,53,3,6,2,1,3,1,1,5,1,1,1,1.89655172413793,0.567028452975377
"123",100840,1,9,1,"S",1,1,2,9,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,3,3,1,3,5,2,2,3,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,NA,NA,3,1,2,2,49,1,4,2,1,6,3,1,2,NA,3,3,5.48275862068966,1.63922770951063
"124",100851,1,45,3,"S",1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,NA,NA,2,3,1,1,39,3,2,2,1,2,1,1,3,2,4,2,3.68965517241379,1.10312808124301
"125",100857,1,34,1,"S",1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,NA,NA,2,3,2,2,99,1,7,2,1,9,4,1,2,NA,5,2,1.75862068965517,0.525790020031713
"126",100868,1,6,4,"U",1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,3,1,2,1,1,5,8,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,NA,NA,1,3,2,2,71,3,6,2,1,2,1,1,3,1,1,1,1,0.298978638841562
"127",100873,1,6,4,"R",1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,1,1,2,49,1,5,2,1,8,4,1,1,NA,2,1,3.89655172413793,1.1649857306585
"128",100883,1,6,4,"U",1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,3,1,2,1,2,4,2,2,3,3,3,2,8,8,8,1,2,8,8,2,2,1,8,8,8,8,8,8,2,3,8,8,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,8,2,NA,NA,1,1,2,1,56,3,5,2,1,3,1,1,3,9,3,3,1.17241379310345,0.350526680021142
"130",100886,1,53,4,"S",1,1,2,8,2,2,2,2,1,1,1,2,1,8,1,2,1,2,2,2,1,1,1,5,2,2,1,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,8,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,8,NA,NA,1,3,2,2,71,5,5,2,1,3,1,1,2,NA,3,2,1,0.298978638841562
"131",100896,1,53,4,"S",1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,3,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,NA,NA,2,3,1,2,37,1,8,2,1,9,4,1,3,2,3,2,3.10344827586207,0.927864741232435
"133",100904,1,20,2,"U",1,1,1,8,1,2,8,1,8,1,1,1,8,8,2,2,1,1,3,3,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,1,2,38,3,6,2,1,5,2,1,2,NA,4,3,3.03448275862069,0.907245524760603
"134",100906,1,47,3,"S",1,1,1,1,1,1,8,1,8,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,8,2,2,2,2,2,2,2,2,1,NA,NA,2,1,1,1,43,1,8,2,1,99,4,1,1,NA,2,8,3.44827586206897,1.03096082359159
"135",100916,1,55,2,"R",1,1,1,8,8,2,8,1,1,1,1,8,3,1,2,3,3,3,3,3,2,2,3,3,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,9,2,2,2,2,2,9,1,2,2,2,1,1,1,2,2,1,1,1,1,2,8,2,2,2,2,2,2,1,8,NA,NA,2,1,1,1,30,2,6,2,1,99,9,2,3,9,1,3,1.62068965517241,0.484551587088049
"136",100922,1,48,3,"S",1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,41,1,6,2,1,9,4,2,1,NA,3,3,4.31034482758621,1.28870102948949
"139",100947,1,19,2,"U",1,1,1,8,1,1,2,1,8,8,1,2,1,2,1,3,3,3,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,1,2,NA,NA,1,1,2,2,52,3,6,2,1,7,4,1,2,NA,4,2,1.37931034482759,0.412384329436638
"140",100949,1,40,3,"R",2,1,1,8,8,8,8,2,2,8,8,8,8,8,2,3,3,3,3,3,3,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,NA,NA,2,3,2,1,41,1,3,2,1,1,1,1,3,9,3,3,3.31034482758621,0.98972239064793
"142",100955,1,29,2,"U",1,1,1,1,8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,NA,NA,2,3,2,2,36,6,8,2,1,3,1,1,2,NA,5,2,4.58620689655173,1.37117789537682
"144",100959,1,53,4,"R",1,1,2,1,1,8,2,1,2,2,1,8,8,1,2,1,1,1,3,3,1,1,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,NA,NA,2,1,2,2,54,1,4,2,1,7,4,1,3,1,1,1,3.13793103448276,0.938174349468351
"146",100979,1,35,4,"U",1,1,1,8,2,2,2,1,2,1,1,2,2,8,1,1,3,1,3,1,2,3,1,3,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,2,2,2,1,2,NA,NA,2,1,1,1,52,3,8,2,1,99,4,1,3,2,3,2,2.44827586206897,0.731982184750032
"147",100984,1,35,4,"R",1,2,NA,1,2,2,2,2,2,2,1,1,2,8,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,2,NA,1,1,2,1,22,6,4,2,1,2,1,3,3,2,4,3,1.58620689655172,0.474241978852133
"148",100995,1,29,2,"S",1,1,2,1,1,2,2,2,1,2,1,2,3,1,1,2,3,1,3,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,NA,NA,2,3,2,2,80,2,4,2,1,2,1,1,2,NA,4,2,1.27586206896552,0.38145550472889
"149",101005,1,28,3,"R",1,1,8,1,1,1,2,2,2,1,2,2,2,2,2,3,1,3,3,2,1,2,3,5,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,2,2,2,2,2,2,2,2,NA,NA,2,3,2,2,68,1,8,2,2,9,4,1,2,NA,3,3,1,0.298978638841562
"151",101017,1,6,4,"U",1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,5,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,1,NA,3,1,2,1,53,1,3,1,6,3,1,2,3,1,2,3,8,2.3918291107325
"154",101061,1,41,4,"S",1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,5,5,2,1,5,1,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,8,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,3,2,2,80,1,5,2,1,3,1,1,1,NA,2,3,1.17241379310345,0.350526680021142
"155",101065,1,53,4,"R",1,1,1,8,8,8,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,1,2,2,1,2,1,1,2,4,2,2,2,2,2,2,2,2,2,1,NA,NA,3,1,1,2,53,1,6,2,1,7,4,1,3,1,3,1,3.27586206896552,0.979412782412014
"156",101081,1,41,4,"R",1,1,2,1,1,1,2,1,2,8,1,2,2,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,NA,NA,2,1,2,2,55,1,8,2,1,6,3,1,1,NA,2,2,1.20689655172414,0.360836288257058
"157",101095,1,39,2,"R",1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,3,3,3,3,1,3,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,NA,NA,4,1,2,1,64,1,6,2,1,5,2,1,3,2,5,3,2.13793103448276,0.639195710626788
"158",101106,1,6,4,"U",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,NA,NA,9,1,1,1,99,1,8,2,9,6,3,1,2,NA,2,2,1.79310344827586,0.536099628267629
"161",101112,1,6,4,"U",1,1,1,8,8,8,1,8,2,1,1,1,1,1,1,2,4,2,3,3,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,1,1,48,1,8,2,1,7,4,1,3,9,3,2,3.24137931034483,0.969103174176098
"162",101116,1,39,2,"R",1,1,1,1,2,2,2,2,8,2,2,2,2,2,2,3,1,3,3,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,NA,NA,2,2,1,2,46,1,3,2,1,7,4,1,1,NA,2,3,3.13793103448276,0.938174349468351
"164",101131,1,37,3,"R",1,2,NA,1,2,2,3,2,2,1,2,2,2,1,2,2,2,2,3,2,2,1,2,5,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,1,1,1,NA,2,2,1,1,32,1,4,2,1,7,4,3,2,NA,4,2,5.62068965517241,1.6804661424543
"165",101139,1,42,1,"S",1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,3,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,9,NA,NA,2,1,2,2,62,1,5,2,1,99,1,1,2,NA,4,2,2.44827586206897,0.731982184750032
"166",101146,1,37,3,"S",1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,NA,NA,4,2,2,2,61,1,6,2,1,9,4,1,3,9,3,3,1.79310344827586,0.536099628267629
"168",101148,1,45,3,"S",1,1,2,8,1,1,2,1,1,8,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,8,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,1,1,2,2,1,NA,NA,3,2,2,1,28,6,6,2,2,99,9,1,3,2,3,3,2.62068965517241,0.783530225929612
"169",101151,1,26,2,"S",1,1,2,8,1,1,2,1,1,2,2,2,2,8,2,2,2,2,2,2,3,1,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,46,1,6,2,1,8,4,1,1,NA,2,3,2.20689655172414,0.65981492709862
"175",101189,1,51,3,"R",1,2,NA,3,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,1,2,2,53,1,3,2,1,4,2,1,4,9,3,3,5.79310344827586,1.73201418363388
"176",101192,1,36,1,"S",1,1,8,1,9,9,2,1,9,1,1,2,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,NA,NA,2,2,1,2,46,1,8,2,1,9,4,1,1,NA,1,1,2.82758620689655,0.845387875345107
"177",101193,1,12,3,"S",1,1,2,8,8,2,2,2,2,1,1,2,1,1,1,2,3,1,3,2,2,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,3,2,2,77,3,3,2,1,4,2,1,3,9,3,1,2.31034482758621,0.690743751806368
"178",101199,1,34,1,"S",1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,NA,2,3,2,2,66,1,5,2,1,6,3,1,3,2,3,2,2.13793103448276,0.639195710626788
"180",101213,1,36,1,"S",1,1,2,8,8,8,1,1,8,8,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,1,1,2,1,45,6,5,2,1,4,2,3,3,2,2,3,2.93103448275862,0.876316700052855
"181",101224,1,25,1,"R",1,2,NA,1,1,1,2,2,2,2,2,2,2,1,1,3,4,4,4,4,3,3,4,4,1,2,1,2,2,2,2,2,2,1,2,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,NA,1,3,2,2,71,3,4,2,1,3,1,1,2,NA,4,2,1.03448275862069,0.309288247077478
"182",101227,1,42,1,"S",1,1,2,2,1,1,2,1,8,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,2,2,45,1,3,2,1,99,4,1,2,NA,4,2,4.51724137931035,1.35055867890499
"185",101240,1,44,1,"S",1,1,2,1,1,1,8,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,2,3,2,2,62,1,8,2,1,8,4,1,2,NA,4,2,2,0.597957277683125
"186",101258,1,51,3,"S",1,1,2,1,8,1,1,1,8,8,1,2,1,8,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,8,2,2,2,2,2,2,1,NA,NA,2,3,2,2,65,1,5,2,1,99,3,1,3,1,1,3,1.24137931034483,0.371145896492974
"187",101272,1,21,3,"R",1,1,1,8,8,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,3,1,1,2,40,1,6,2,1,8,4,1,2,NA,3,3,4.13793103448276,1.23715298830991
"188",101279,1,42,1,"S",1,2,NA,1,1,1,2,2,8,8,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,NA,2,3,2,2,72,1,4,2,1,99,1,1,1,NA,2,3,3.72413793103448,1.11343768947892
"191",101284,1,45,3,"S",1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,3,1,1,1,35,1,6,2,1,8,4,3,1,NA,3,3,3.13793103448276,0.938174349468351
"192",101288,1,51,3,"R",1,1,2,1,8,9,2,3,8,2,8,2,2,1,2,4,4,4,4,4,4,4,4,4,1,2,1,1,2,2,2,2,2,2,2,9,2,2,2,2,2,2,3,2,2,2,2,2,2,9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,2,2,2,2,1,2,NA,NA,2,3,2,2,83,3,4,2,4,6,3,1,2,NA,3,2,2.03448275862069,0.60826688591904
"193",101292,1,36,1,"S",1,1,1,1,2,2,1,1,1,2,2,2,2,8,2,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,1,NA,NA,4,1,2,2,59,1,3,2,1,6,3,1,3,1,2,1,4.27586206896552,1.27839142125358
"196",101304,1,36,1,"S",1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,3,3,3,3,1,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,NA,NA,2,1,1,1,42,1,6,1,6,9,4,3,3,2,3,2,4.48275862068966,1.34024907066907
"197",101313,1,47,3,"S",1,1,2,8,8,2,2,2,2,8,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,3,2,2,55,5,3,2,1,1,1,1,1,NA,8,1,2.13793103448276,0.639195710626788
"200",101326,1,23,1,"R",1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,2,2,2,8,NA,NA,1,1,2,2,58,5,5,2,1,1,1,3,4,9,2,3,1.13793103448276,0.340217071785226
"201",101355,1,45,3,"R",1,2,NA,8,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,2,2,2,1,1,NA,3,2,1,2,43,1,3,2,1,3,1,1,1,NA,9,3,8,2.3918291107325
"206",101370,1,37,3,"S",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,2,2,2,3,2,1,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,2,NA,NA,2,3,2,2,58,3,8,2,1,2,1,1,3,9,2,3,1.31034482758621,0.391765112964806
