psraid,sample,state,cregion,usr,intuse,pialql1,smart3,pial1a,pial1b,pial1c,pial1d,pial1e,pial1f,pial1g,pial1h,pial1i,pial1j,pial1k,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial3h,pial3i,pial4,pial5,pial6a,pial6b,pial6c,pial7a,pial7b,pial7c,pial7d,pial7e,pial7f,pial7g,pial7h,pial7i,pial7j,pial7k,pial8a,pial8b,pial8c,pial8d,pial8e,pial8f,pial8g,pial8h,pial8i,pial8j,pial8k,act87,act112,pial9a,pial9b,pial9c,pial9d,pial9e,pial9f,pial9g,pial9h,pial9i,pial9j,pial10,pial11a,pial11b,pial11c,pial11d,pial11e,pial11f,pial11g,pial11h,pial12,pial13,ql1,ql1a,qc1,hh1,employ,par,sex,age,marital,educ2,hisp,race,inc,income,reg,party,partyln,ideo,tp,weight,standwt
202023,2,32,4,S,1, ,1,1,8,2,1,8,8,1,1,8,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1, , ,1,1,1,2,1,56,6,6,2,2,6,3,1,2, ,4,2,1,.298978638841562
202024,2,48,3,R,1, ,1,8,1,8,8,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,8,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,8,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,64,1,3,2,1,99,9,1,1, ,2,1,2.06896551724138,.618576494154956
202033,2,48,3,U,1, ,1,8,1,3,8,1,8,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,2, , ,2,3,1,1,1,35,1,6,2,1,8,4,1,1, ,2,1,3.89655172413793,1.1649857306585
202038,2,36,1,U,1, ,1,8,2,2,2,2,2,2,1,2,1,2,1,1,2,3,2,2,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1, , ,2,1,3,1,1,35,6,3,1,9,3,1,2,2, ,5,3,8,2.3918291107325
202039,2,31,2,R,1, ,1,2,2,2,2,1,2,2,1,1,1,1,2,3,1,3,3,3,3,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,1,2,2,23,2,6,2,1,8,4,1,1, ,4,1,2.96551724137931,.886626308288771
202051,2,51,3,U,1, ,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,8,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,2,1,1,2,27,1,4,2,1,3,1,3,4,9,8,3,8,2.3918291107325
202054,2,11,3,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1, , ,2,2,3,1,2,50,6,3,2,2,99,1,1,2, ,2,3,8,2.3918291107325
202055,2,36,1,U,1, ,2,8,2,8,8,1,1,1,8,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,3,2,2,21,6,6,1,1,99,4,1,2, ,3,2,8,2.3918291107325
202057,2,39,2,S,1, ,1,1,2,2,2,1,2,8,1,2,1,1,1,3,3,1,1,1,3,3,3,3,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2, , ,1,4,1,2,1,21,6,3,2,1,1,1,3,1, ,3,1,2.48275862068966,.742291792985948
202069,2,12,3,S,1, ,1,2,1,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,8,2,2,2,2,2,2,2,9,2, , ,2,3,1,2,1,52,1,2,1,4,99,9,1,3,9,3,3,8,2.3918291107325
202087,2,39,2,U,1, ,1,1,8,2,1,2,2,2,1,2,2,1,2,1,8,1,5,8,1,2,1,1,2,1,1,1,8,2,1,2,2,8,2,2,2,1,2,2,2,2,2,2,9,2,9,3,2,1,2,1,2,1,1,2,2,2,2,8,2,2,8,3,2,2,2,2,2,2,2,2,2,1, , ,2,4,1,2,1,61,2,3,2,2,99,3,1,3,2,3,2,4.41379310344828,1.31962985419724
202089,2,47,3,S,1, ,1,8,8,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2, , ,2,2,1,1,2,29,1,3,2,1,2,1,1,3,9,3,3,6.82758620689655,2.04130243071136
202095,2,36,1,S,1, ,2,1,1,3,2,1,1,1,1,1,8,1,2,1,1,1,3,3,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1, , ,2,2,1,1,1,32,1,8,2,1,5,2,1,2, ,5,2,3.10344827586207,.927864741232435
202106,2,55,2,R,1, ,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,3,3,2,1,1,2,2,2,2,2,1,2,2,2,1,1,8,8,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,1,1,1,26,6,5,2,1,5,2,1,1, ,2,8,4.68965517241379,1.40210672008457
202118,2,17,2,S,1, ,1,1,1,2,1,3,2,1,1,2,2,8,2,3,4,4,3,3,3,3,3,4,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2, , ,1,3,3,2,1,69,1,8,2,1,8,4,1,1, ,2,3,1.82758620689655,.546409236503545
202130,2,48,3,U,1, ,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,1,3,3,1,1,1,3,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,8,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1, , ,2,2,3,2,1,24,6,4,2,1,1,1,1,1, ,2,1,3.41379310344828,1.02065121535568
202154,2,53,4,S,1, ,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1, , ,2,1,1,2,2,30,6,8,2,3,1,1,3,3,1,2,3,5.27586206896552,1.57737006009514
202163,2,6,4,S,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2, , ,1,2,1,2,1,51,6,3,2,1,4,2,1,1, ,3,3,4.20689655172414,1.25777220478174
202164,2,53,4,R,1, ,2,8,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,8,1,8,2,1,8,8,2,8,2,2,1,1,2,2,2,2,3,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,8,2,2,2,1,2,2,2,2,2,1, , ,2,1,3,2,2,45,3,3,2,4,99,1,1,2, ,8,3,5.20689655172414,1.55675084362331
202167,2,6,4,U,1, ,2,1,2,1,1,3,3,1,1,2,2,1,2,3,1,3,3,3,3,3,3,3,1,2,1,1,1,1,1,2,8,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1, , ,2,1,3,1,1,21,6,2,1,2,1,1,3,3,2,4,2,4.75862068965517,1.4227259365564
202174,2,51,3,R,1, ,1,8,8,8,8,2,2,2,2,2,2,8,1,3,3,3,3,1,3,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1, , ,2,3,3,1,2,49,1,4,2,5,9,4,3,3,2,3,3,8,2.3918291107325
202185,2,6,4,U,1, ,1,1,1,2,1,1,8,1,1,1,1,1,2,3,3,3,8,2,2,2,2,3,1,2,1,1,1,2,2,2,2,1,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2, , ,1,2,1,2,1,56,1,8,2,1,8,4,1,1, ,2,2,1.75862068965517,.525790020031713
202186,2,6,4,R,1, ,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,2,1,2,1,37,1,5,1,6,7,4,1,3,2,3,2,8,2.3918291107325
202187,2,53,4,S,1, ,1,1,1,8,1,2,2,2,2,2,8,1,1,3,1,2,3,3,2,3,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,8,2,2,1,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,8,1, , ,1,2,1,1,1,56,1,4,2,2,6,3,1,2, ,4,2,1.96551724137931,.587647669447209
202195,2,6,4,U,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1, , ,2,3,1,2,1,59,3,3,2,1,6,3,3,3,1,5,3,5,1.49489319420781
202204,2,6,4,U,1, ,1,1,2,2,2,2,8,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,3,2,1,18,6,3,1,6,3,1,3,1, ,2,1,6.27586206896552,1.8763486989367
202209,2,48,3,U,1, ,8,8,8,8,8,3,2,2,8,2,3,8,1,5,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,2,62,5,3,2,1,2,1,2,4,1,4,3,3.41379310344828,1.02065121535568
202210,2,6,4,U,1, ,1,2,2,2,2,2,2,2,1,2,8,2,1,1,3,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,1,1,38,1,6,2,2,9,4,2,3,2,3,3,3.24137931034483,.969103174176098
202225,2,56,4,R,2, ,1,2,2,2,2,3,2,2,2,2,2,2,2,1,5,5,1,5,5,5,5,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1, , ,2,4,3,2,1,57,3,1,1,6,1,1,3,2, ,2,3,4.44827586206897,1.32993946243316
202237,2,4,4,U,1, ,1,8,2,2,2,2,2,2,1,2,2,1,1,2,1,3,1,1,3,2,1,1,2,1,1,1,2,2,2,2,2,8,2,8,2,1,1,2,2,1,3,8,8,2,2,1,1,1,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,1,2,2,2, , ,1,3,3,2,2,57,4,4,2,1,1,1,1,2, ,2,2,2.06896551724138,.618576494154956
202245,2,6,4,S,1, ,1,1,8,8,8,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,8,1, , ,1,4,3,2,1,23,6,4,2,3,7,4,1,2, ,2,3,4.13793103448276,1.23715298830991
202248,2,6,4,S,1, ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,3,1,1,1,1,2,2,2,2,3,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,45,1,5,2,1,6,3,1,1, ,2,3,3.31034482758621,.98972239064793
202250,2,6,4,S,1, ,1,8,2,2,2,1,2,1,1,1,8,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,5,1,2,1,27,6,6,2,1,3,1,3,3,2,4,2,3.3448275862069,1.00003199888385
202257,2,6,4,U,1, ,1,1,2,2,2,2,2,2,1,1,1,1,1,3,3,3,2,3,3,2,1,3,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2, , ,2,1,2,2,1,25,6,4,2,2,1,1,1,3,1,3,3,7.37931034482759,2.20625616248601
202258,2,6,4,U,1, ,1,1,8,8,1,2,2,8,1,2,1,8,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,1, , ,1,3,1,2,1,43,6,6,2,3,4,2,1,3,2,3,2,2.75862068965517,.824768658873275
202262,2,53,4,S,1, ,1,1,2,2,1,1,2,1,1,1,1,1,2,3,2,2,3,3,3,3,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,1,2,1,21,6,4,2,1,9,4,1,1, ,4,3,2.58620689655172,.773220617693695
202278,2,53,4,S,1, ,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,8,1, , ,2,2,1,2,2,28,1,8,2,1,2,1,1,2, ,4,2,5,1.49489319420781
202280,2,6,4,S,1, ,8,1,8,8,8,1,1,2,8,2,2,2,2,1,3,1,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,2,2,54,1,3,2,1,8,4,1,1, ,1,3,6.79310344827586,2.03099282247544
202286,2,36,1,U,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,1, , ,2,2,1,1,1,48,1,3,2,2,1,1,3,2, ,1,2,7.10344827586207,2.12377929659868
202287,2,24,3,U,1, ,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,4,3,3,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,8, , ,2,2,1,1,1,33,1,4,2,1,2,1,1,3,1,2,1,5.75862068965517,1.72170457539796
202289,2,4,4,U,1, ,2,1,8,3,1,3,1,8,1,2,1,1,2,3,3,3,3,3,1,3,3,3,2,2,1,1,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1, , ,2,1,3,2,2,62,5,4,2,1,2,1,1,2, ,4,2,2.96551724137931,.886626308288771
202291,2,6,4,U,1, ,1,1,1,8,8,1,2,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,8,1, , ,2,1,3,2,1,46,6,8,2,1,99,9,1,9,9,9,2,4.44827586206897,1.32993946243316
202294,2,49,4,U,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2, , ,2,2,3,1,2,36,1,6,2,1,5,2,1,1, ,2,3,6.13793103448276,1.83511026599304
202299,2,53,4,S,1, ,1,8,8,3,2,1,2,1,1,2,8,8,1,2,2,2,3,3,2,2,2,3,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,8,1,2,2,2,8,8,2,1,2,1,1,1,2,2,2,2,1,1,8,2,8,1,1,2,2,2,2,2,8,1, , ,2,3,1,2,2,99,1,6,2,1,99,4,1,3,1,2,9,2.06896551724138,.618576494154956
202303,2,32,4,S,1, ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,5,1,1,5,5,5,5,2,1,2,2,2,2,1,3,2,2,2,1,3,3,3,2,2,2,2,3,1,2,2,3,1,1,3,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1, , ,1,2,1,2,1,48,9,6,2,1,6,3,1,3,9,3,2,2.13793103448276,.639195710626788
202315,2,6,4,S,1, ,1,1,2,8,8,1,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1, , ,2,1,1,2,2,48,3,4,2,3,6,3,1,3,2,3,1,5.72413793103448,1.71139496716205
202320,2,56,4,R,1, ,1,1,1,8,2,3,2,1,1,8,8,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,8,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,8,1, , ,1,1,3,2,2,77,5,6,2,1,99,1,1,3,9,2,1,1,.298978638841562
202324,2,4,4,U,1, ,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,2, , , , , , , , , , ,4,2,2,2,2,2,2,2,2,2,1, , ,1,1,1,2,2,99,3,6,2,1,8,4,1,3,9,3,3,1,.298978638841562
202326,2,47,3,R,1, ,8,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,8,1, , ,2,2,1,1,1,24,1,3,2,1,4,2,1,4,9,2,3,2.62068965517241,.783530225929612
202327,2,18,2,R,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1, , ,1,2,2,2,2,65,1,5,2,1,99,4,1,1, ,2,3,1.27586206896552,.38145550472889
202347,2,6,4,R,1, ,1,2,2,2,2,2,2,8,2,2,2,2,2,1,1,2,3,1,3,1,1,1,2,2,1,1,2,1,2,2,2,2,2,8,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2, , ,2,2,3,1,2,21,2,2,1,1,2,1,3,3,9,1,3,7.96551724137931,2.38151950249658
202353,2,42,1,R,1, ,2,1,2,1,1,1,8,1,1,1,1,1,2,2,1,3,3,2,3,1,1,3,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2, , ,2,2,1,1,2,30,1,4,2,1,5,2,1,2, ,3,2,6.55172413793104,1.95882556482403
202355,2,6,4,U,1, ,1,8,2,2,8,2,2,2,1,1,2,8,1,2,1,3,3,3,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,9, , ,1,3,2,2,1,20,6,3,1,6,99,9,3,3,9,2,3,5.06896551724138,1.51551241067964
202362,2,31,2,R,1, ,1,2,1,2,2,8,2,1,1,2,2,8,1,1,1,1,3,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1, , ,2,1,1,1,2,30,3,3,2,1,4,2,1,1, ,3,3,5.55172413793104,1.65984692598247
202368,2,53,4,S,1, ,1,8,8,8,8,8,8,8,1,1,8,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,8,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,8, , ,1,2,3,2,1,20,6,4,2,3,1,1,2,3,9,2,3,2.20689655172414,.65981492709862
202372,2,32,4,S,1, ,1,1,8,3,1,1,2,8,1,1,1,1,1,2,2,2,4,3,2,4,1,2,2,9,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1, , ,1,3,1,2,1,23,2,6,2,1,6,3,9,2, ,3,3,1.37931034482759,.412384329436638
202376,2,22,3,S,1, ,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1, , ,2,1,1,2,2,26,6,8,2,9,5,2,1,2, ,4,2,3.93103448275862,1.17529533889442
202388,2,53,4,S,1, ,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,2,3,2,3,3,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,2,1,20,6,3,2,3,2,1,3,3,2,4,3,3.93103448275862,1.17529533889442
202394,2,4,4,U,1, ,2,2,2,2,2,2,2,2,1,2,2,8,1,1,1,3,1,1,1,1,1,1,8,2,1,1,8,1,1,8,1,1,2,9,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1, , ,2,1,3,2,1,51,3,3,2,1,4,2,9,3,9,8,3,5.48275862068966,1.63922770951063
202400,2,19,2,R,1, ,1,1,2,1,1,2,2,2,1,1,1,1,2,3,3,3,3,3,3,1,1,3,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2, , ,2,3,2,2,1,22,6,6,2,2,2,1,1,2, ,2,3,1.3448275862069,.402074721200722
202401,2,40,3,S,1, ,1,8,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,2,2, , ,2,1,1,2,1,28,6,5,2,1,6,3,3,3,9,3,3,7.82758620689655,2.34028106955292
202404,2,18,2,U,1, ,2,8,2,2,2,2,2,1,1,8,2,1,1,3,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1, , ,2,2,3,2,2,19,6,3,2,1,3,1,3,3,9,3,3,6.6551724137931,1.98975438953178
202414,2,6,4,U,1, ,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,57,1,4,2,1,2,1,1,1, ,3,3,1.62068965517241,.484551587088049
202421,2,47,3,U,1, ,1,2,8,1,2,3,2,2,2,2,2,1,2,2,4,2,4,2,2,1,1,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,8,2,2,2,2,2,2,2,2,2,1, , ,1,2,3,2,1,68,1,8,2,1,7,4,1,3,2,2,2,1.41379310344828,.422693937672554
202433,2,41,4,R,2, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , ,2,2, , ,1,2,3,2,2,58,1,3,2,1,4,2,1,3,9,8,1,2.44827586206897,.731982184750032
202434,2,37,3,U,1, ,1,1,2,2,1,1,2,1,1,2,1,1,1,1,3,2,3,3,1,1,1,3,2,1,1,1,2,1,2,1,1,1,8,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,8,2,1,2,2,1,2,2,2,2, , ,2,2,1,2,1,24,6,4,2,5,3,1,1,3,9,3,3,4.20689655172414,1.25777220478174
