psraid,sample,state,cregion,usr,intuse,pialql1,smart3,pial1a,pial1b,pial1c,pial1d,pial1e,pial1f,pial1g,pial1h,pial1i,pial1j,pial1k,pial2,pial3a,pial3b,pial3c,pial3d,pial3e,pial3f,pial3g,pial3h,pial3i,pial4,pial5,pial6a,pial6b,pial6c,pial7a,pial7b,pial7c,pial7d,pial7e,pial7f,pial7g,pial7h,pial7i,pial7j,pial7k,pial8a,pial8b,pial8c,pial8d,pial8e,pial8f,pial8g,pial8h,pial8i,pial8j,pial8k,act87,act112,pial9a,pial9b,pial9c,pial9d,pial9e,pial9f,pial9g,pial9h,pial9i,pial9j,pial10,pial11a,pial11b,pial11c,pial11d,pial11e,pial11f,pial11g,pial11h,pial12,pial13,ql1,ql1a,qc1,hh1,employ,par,sex,age,marital,educ2,hisp,race,inc,income,reg,party,partyln,ideo,tp,weight,standwt
100004,1,25,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,8,1, , ,1,3,2,1,62,6,8,2,1,99,1,1,1, ,2,1,1,.298978638841562
100007,1,45,3,S,1,2, ,1,8,2,2,2,2,2,8,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,2,1, ,4,1,2,1,45,4,2,2,1,1,1,3,3,9,5,3,8,2.3918291107325
100011,1,34,1,S,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2, , , , , , , , , , ,4,2,2,2,2,2,2,2,2,8,1,1, , ,1,1,2,2,70,6,7,2,1,6,3,1,3,1,2,3,1,.298978638841562
100025,1,13,3,U,1,1,2,8,8,8,8,2,8,1,1,2,8,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,1,70,1,6,2,1,9,4,1,3,1,2,1,1.93103448275862,.577338061211293
100030,1,13,3,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,8,2,1, , ,2,3,2,2,80,5,3,2,1,99,9,3,4,9,2,3,3.13793103448276,.938174349468351
100031,1,47,3,U,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,1,1,49,1,6,2,1,8,4,1,1, ,2,1,2.6551724137931,.793839834165527
100033,1,26,2,S,1,1,2,1,2,2,2,1,8,2,2,2,1,8,1,3,2,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,1, , ,1,1,2,2,52,4,3,2,1,4,2,3,3,2,3,3,2.20689655172414,.65981492709862
100041,1,36,1,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8,1, , ,1,3,2,2,76,2,7,2,1,6,3,1,2, ,3,2,1.10344827586207,.32990746354931
100043,1,37,3,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,1,3,2,1,75,5,3,2,2,5,2,1,2, ,2,2,1.48275862068966,.443313154144385
100046,1,37,3,U,1,1,2,8,2,2,2,3,8,2,2,2,2,2,2,1,2,2,3,3,2,1,1,5,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,8,1, , ,1,3,2,2,76,5,7,9,9,4,2,1,4,9,2,3,1,.298978638841562
100048,1,39,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,8,2,2, ,1,3,2,1,69,6,3,2,1,4,2,1,1, ,2,1,1.82758620689655,.546409236503545
100055,1,51,3,R,1,1,1,8,8,9,8,8,8,8,1,2,2,2,2,3,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , ,3,1,2,2,50,1,6,2,1,7,4,1,3,1,3,8,2.72413793103448,.814459050637359
100066,1,36,1,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,2,1, , ,2,3,2,1,72,1,6,2,9,2,1,3,5,9,1,3,2.13793103448276,.639195710626788
100068,1,37,3,U,1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,3,3,3,3,3,3,3,3,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,2,2,2,2,2,2,2,2,1, , ,1,1,1,2,47,6,6,2,1,6,3,1,3,9,3,2,1.75862068965517,.525790020031713
100069,1,36,1,U,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,3,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,8,1,2,2,3,2,1,2,2,2, , , , , , , , , , ,1,2,8,2,1,2,2,2,2,2,1,1, , ,3,3,2,1,69,1,3,2,1,3,1,1,3,9,3,3,5,1.49489319420781
100075,1,39,2,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,3,2,1,63,6,6,2,1,5,2,1,2, ,3,2,1.13793103448276,.340217071785226
100078,1,13,3,S,1,2, ,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,4,4,1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2, ,2,1,2,1,41,1,3,2,1,4,2,3,3,1,8,3,8,2.3918291107325
100081,1,36,1,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,8,1, , ,2,3,2,1,63,1,7,2,9,3,1,1,3,1,3,1,1.89655172413793,.567028452975377
100087,1,18,2,S,1,1,2,1,2,2,2,3,8,1,1,1,2,1,1,1,1,8,3,1,3,1,1,5,8,2,1,1,2,2,2,2,2,8,8,8,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,8,1, , ,1,3,2,2,91,5,3,2,1,99,9,1,1, ,1,1,1.31034482758621,.391765112964806
100101,1,27,2,S,2,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8,1, , ,2,3,2,2,80,1,4,2,1,7,4,1,1, ,1,1,1.93103448275862,.577338061211293
100109,1,48,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,1, , ,1,3,2,2,56,3,5,2,2,7,4,3,2, ,2,3,1.03448275862069,.309288247077478
100113,1,1,3,R,1,1,2,2,8,1,2,1,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,1,66,1,5,2,1,6,3,1,1, ,1,3,1.96551724137931,.587647669447209
100116,1,22,3,U,1,1,2,2,8,1,2,8,8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1, , ,1,3,2,2,61,6,6,2,2,99,1,1,2, ,3,2,1,.298978638841562
100119,1,38,2,S,1,1,2,8,8,8,8,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,8,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,1,2,36,1,3,2,1,4,2,2,3,1,1,1,4.79310344827586,1.43303554479232
100145,1,55,2,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,9,1, , ,1,3,2,2,73,1,3,2,1,3,1,1,9,9,8,2,1.17241379310345,.350526680021142
100146,1,26,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,2,2, ,1,3,2,2,78,5,4,2,1,3,1,1,3,2,3,3,1.10344827586207,.32990746354931
100151,1,48,3,S,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1, , ,2,1,2,2,58,1,4,2,1,6,3,1,1, ,1,1,1.79310344827586,.536099628267629
100160,1,29,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,2,1, ,4,3,2,1,64,1,8,2,2,8,4,1,3,9,4,3,3.48275862068966,1.04127043182751
100168,1,17,2,S,1,1,2,8,8,8,8,2,2,2,2,2,2,2,2,1,1,1,3,1,5,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,2,1,1, , ,3,3,1,1,53,1,6,2,1,5,2,1,1, ,2,3,3.93103448275862,1.17529533889442
100170,1,31,2,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,8,1, , ,1,3,2,2,80,5,3,2,1,99,1,1,1, ,4,3,1.17241379310345,.350526680021142
100171,1,13,3,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,3,1,2,2,48,1,6,2,2,7,4,1,2, ,2,3,3.17241379310345,.948483957704267
100175,1,55,2,U,1,1,2,1,8,2,2,2,2,1,1,1,2,1,1,9,3,1,8,9,8,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,9,9,1, , ,2,1,2,2,78,2,8,2,1,99,4,1,9,2,4,2,1.20689655172414,.360836288257058
100197,1,18,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,2,2, ,1,3,2,1,67,6,3,2,1,2,1,1,4,2,3,3,2.37931034482759,.7113629682782
100198,1,55,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,1,2,1,2,2,2,2,2,2,1,1, , ,3,1,2,2,41,6,6,2,1,3,1,1,3,2,1,3,3.75862068965517,1.12374729771484
100200,1,12,3,S,1,1,2,8,2,8,8,8,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,74,5,4,2,1,4,2,1,1, ,3,1,1.20689655172414,.360836288257058
100222,1,48,3,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,1,1,2,2,62,5,6,2,1,99,9,1,1, ,2,1,1.37931034482759,.412384329436638
100231,1,42,1,S,1,1,1,1,1,8,8,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,2,2,1,2,2,2,1,1, , ,3,1,2,1,60,6,6,2,1,3,1,1,2, ,5,2,1.79310344827586,.536099628267629
100244,1,48,3,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,1, , ,2,3,1,2,75,1,3,2,2,3,1,1,2, ,5,2,1.86206896551724,.556718844739461
100246,1,12,3,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,1, , ,1,3,2,2,70,3,3,2,1,2,1,1,3,2,3,2,1.44827586206897,.433003545908469
100250,1,42,1,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,1, , ,2,3,2,2,67,1,1,2,1,1,1,2,1, ,1,3,2.68965517241379,.804149442401443
100272,1,47,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,1,1, , ,2,3,1,2,44,1,5,2,2,6,3,1,3,9,3,2,7.10344827586207,2.12377929659868
100283,1,27,2,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,3,2,2,73,1,5,2,1,4,2,1,3,1,2,3,1.13793103448276,.340217071785226
100288,1,48,3,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,8,8,1, , ,2,3,2,2,87,1,6,2,1,99,9,1,3,1,1,1,1.03448275862069,.309288247077478
100310,1,27,2,S,1,1,2,1,1,1,1,3,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,1, , ,2,3,2,1,66,1,3,2,1,6,3,1,2, ,4,2,2.37931034482759,.7113629682782
100315,1,37,3,S,1,1,2,8,8,1,8,1,2,2,1,2,1,1,1,3,1,5,3,1,2,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1, , ,2,3,2,1,65,1,8,2,1,7,4,1,3,1,2,1,1.41379310344828,.422693937672554
100318,1,50,1,R,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,3,3,3,5,3,1,5,2,2,1,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,4,9,2,2,2,2,2,2,2,8,1,1, , ,5,3,2,1,86,1,6,2,1,99,9,1,3,1,1,1,1.58620689655172,.474241978852133
100325,1,42,1,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,1,1,1,39,1,1,2,1,6,3,2,3,1,1,3,4.31034482758621,1.28870102948949
100328,1,37,3,U,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1, , ,2,1,2,2,51,1,6,2,1,9,4,1,3,9,3,1,2.82758620689655,.845387875345107
100339,1,46,2,R,1,1,1,8,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,68,1,5,2,1,6,3,1,1, ,2,3,1.58620689655172,.474241978852133
100343,1,1,3,R,1,1,1,1,1,8,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,8,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,3,1,2,2,56,1,3,2,1,99,9,1,1, ,2,3,3.27586206896552,.979412782412014
100350,1,39,2,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,3,1,2,54,1,3,2,2,1,1,1,2, ,3,3,4.3448275862069,1.29901063772541
100356,1,20,2,R,1,1,2,8,1,8,8,3,8,8,2,2,2,8,2,3,3,3,3,3,3,3,3,3,8,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,8,2,2,2,2,2,2,2,2,8,2,1, , ,1,3,2,2,78,5,4,2,1,4,2,1,2, ,3,3,1,.298978638841562
100368,1,42,1,U,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,3,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,1,2,36,1,8,2,2,99,9,1,3,9,3,8,5.17241379310345,1.54644123538739
100369,1,49,4,S,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,4,3,2,4,3,1,2,2,2,8,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,8,2,2,2,2,2,2,2,2,8,1,1, , ,2,3,1,2,33,1,4,2,1,6,3,3,1, ,2,3,3.93103448275862,1.17529533889442
100381,1,29,2,R,1,1,2,1,1,1,8,1,2,1,1,2,2,1,1,2,2,1,3,2,2,3,2,3,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,57,1,3,2,1,7,4,1,1, ,2,3,2.37931034482759,.7113629682782
100384,1,34,1,S,1,1,1,1,2,2,8,1,1,1,1,1,2,2,1,1,1,3,3,2,3,3,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,1,1,42,1,3,2,3,3,1,1,2, ,4,3,5.37931034482759,1.60829888480289
100385,1,39,2,S,1,1,1,1,8,1,8,2,8,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,1, , ,1,3,2,1,76,5,8,2,1,9,4,1,2, ,5,2,1,.298978638841562
100395,1,24,3,S,1,1,1,8,1,1,8,8,8,8,8,2,8,8,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,2,1, , ,2,1,1,1,49,1,8,2,1,8,4,1,3,1,3,3,3.10344827586207,.927864741232435
100399,1,8,4,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,2,1, , ,1,3,2,2,69,5,3,2,1,2,1,1,1, ,2,3,1.20689655172414,.360836288257058
100406,1,49,4,S,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,1,2,2,2,2,2,2,2,1,2,1, , ,2,3,2,1,70,1,5,2,1,8,4,3,1, ,1,1,1.62068965517241,.484551587088049
100407,1,24,3,S,1,1,2,1,8,8,8,1,1,1,2,2,1,2,2,3,1,3,3,3,3,3,4,4,2,2,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , ,1,2,2,1,2,2,2,2,2,1,1,1, , ,2,1,2,2,64,4,8,2,2,6,3,2,2, ,4,2,1.79310344827586,.536099628267629
100412,1,5,3,R,1,1,2,8,2,3,2,2,8,2,1,2,2,8,2,2,1,2,4,1,1,1,1,5,2,2,2,2,2,1,2,2,8,8,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,1, , ,1,1,2,1,38,6,6,2,1,3,1,1,1, ,2,1,1.41379310344828,.422693937672554
100428,1,55,2,S,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,3,2,2,2,2,2,1,2,2,2,1,1, , ,2,1,1,1,45,2,8,2,1,8,4,1,1, ,2,1,2.41379310344828,.721672576514116
100437,1,25,1,U,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,8,1, , ,1,3,2,2,91,5,5,2,1,99,1,1,3,2,9,2,1.20689655172414,.360836288257058
100441,1,28,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,1,1,2,2, ,1,3,2,1,62,3,2,2,2,1,1,1,2, ,1,2,1.79310344827586,.536099628267629
100445,1,42,1,S,1,1,2,8,2,2,8,1,8,2,1,1,2,1,1,3,3,3,3,3,3,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,62,1,3,2,1,99,2,1,1, ,2,3,3.41379310344828,1.02065121535568
100446,1,35,4,R,1,2, ,1,1,1,2,2,2,1,1,2,2,1,1,3,3,1,1,1,3,1,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, ,4,3,2,1,18,6,3,1,1,3,1,1,1, ,1,3,6.24137931034483,1.86603909070079
100457,1,49,4,S,1,1,2,2,2,2,2,2,2,2,8,2,2,2,2,1,1,2,3,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,2,2,2,2,2,2,2,2,1,1,1, , ,2,1,2,1,18,6,5,2,1,6,3,1,3,1,8,3,1.86206896551724,.556718844739461
100463,1,42,1,S,1,1,1,1,2,2,1,2,8,1,1,1,1,1,2,4,4,4,3,4,9,4,9,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,9,2,1, , ,3,3,1,2,52,1,4,2,1,5,2,1,3,1,1,1,4.24137931034483,1.26808181301766
100464,1,22,3,S,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,1, , ,2,3,2,2,51,1,3,2,1,3,1,1,1, ,1,1,3.86206896551724,1.15467612242259
100482,1,35,4,S,1,1,1,8,8,2,2,3,2,3,2,2,2,8,2,1,2,2,3,2,2,2,2,1,2,2,2,8,2,2,2,1,1,1,2,2,3,2,2,2,1,2,2,8,8,2,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,64,1,7,2,1,8,4,1,2, ,3,2,1.3448275862069,.402074721200722
100486,1,42,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,2,1, ,2,3,2,2,76,1,3,2,1,4,2,1,2, ,3,2,3.48275862068966,1.04127043182751
100502,1,48,3,R,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,2,1, , ,2,3,2,2,62,1,4,2,1,99,2,1,3,9,2,3,1.58620689655172,.474241978852133
100503,1,26,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,2,1,2,2, ,3,3,2,2,99,5,5,2,2,1,1,1,2, ,1,3,3.48275862068966,1.04127043182751
